locus_tag,ftype,length_bp,gene,EC_number,COG,product,strain,functional_category
BODKHAOB_00303,CDS,981,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00304,CDS,1701,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00305,CDS,231,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00306,CDS,264,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00307,CDS,318,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00308,CDS,2859,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00309,CDS,333,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00310,CDS,2496,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00311,CDS,228,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00312,CDS,540,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00313,CDS,1065,hemC,2.5.1.61,COG0181,Porphobilinogen deaminase,ANFW02000053,Other
BODKHAOB_00314,CDS,138,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00315,CDS,240,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00316,CDS,357,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00317,CDS,756,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00318,CDS,1371,pknD_2,2.7.11.1,,Serine/threonine-protein kinase PknD,ANFW02000053,Regulation
BODKHAOB_00319,CDS,978,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00320,CDS,498,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00321,CDS,261,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00322,CDS,1227,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00323,CDS,675,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00324,CDS,1206,thlA,2.3.1.9,COG0183,Acetyl-CoA acetyltransferase,ANFW02000053,Other
BODKHAOB_00325,CDS,120,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00326,CDS,1338,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00327,CDS,99,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00328,CDS,540,gntK,2.7.1.12,COG3265,Thermoresistant gluconokinase,ANFW02000053,Regulation
BODKHAOB_00329,CDS,639,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00330,CDS,1089,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00331,CDS,174,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00332,CDS,258,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00333,CDS,2670,pknD_3,2.7.11.1,,Serine/threonine-protein kinase PknD,ANFW02000053,Regulation
BODKHAOB_00334,CDS,624,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00335,CDS,594,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00336,CDS,321,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00337,CDS,360,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00338,CDS,729,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00339,CDS,480,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00340,CDS,171,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00341,CDS,207,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00342,CDS,195,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00343,CDS,390,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00344,CDS,183,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00345,CDS,180,,2.3.3.14,,Homocitrate synthase,ANFW02000053,Metabolism
BODKHAOB_00346,CDS,813,,2.3.3.14,COG0119,Homocitrate synthase,ANFW02000053,Metabolism
BODKHAOB_00347,CDS,300,,2.3.3.14,,Homocitrate synthase,ANFW02000053,Metabolism
BODKHAOB_00348,CDS,1044,adhT,1.1.1.1,,Alcohol dehydrogenase,ANFW02000053,Redox / energy
BODKHAOB_00349,CDS,219,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00350,CDS,438,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00351,CDS,3330,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00352,CDS,1110,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00353,CDS,1029,ywqA_1,3.6.4.-,COG0553,Putative ATP-dependent helicase/translocase YwqA,ANFW02000053,Other
BODKHAOB_00354,CDS,858,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00355,CDS,612,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00356,CDS,537,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00357,CDS,195,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00358,CDS,933,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00359,CDS,96,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00360,CDS,5040,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00361,CDS,225,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00362,CDS,342,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00363,CDS,204,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00364,CDS,1311,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00365,CDS,1392,mshA,2.4.1.250,,D-inositol-3-phosphate glycosyltransferase,ANFW02000053,Other
BODKHAOB_00366,CDS,1419,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00367,CDS,873,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00368,CDS,237,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00369,CDS,1485,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00370,CDS,186,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00371,CDS,657,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00372,CDS,204,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00373,CDS,270,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00374,CDS,207,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00375,CDS,567,pknD_4,2.7.11.1,,Serine/threonine-protein kinase PknD,ANFW02000053,Regulation
BODKHAOB_00376,CDS,192,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00377,CDS,300,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00378,CDS,324,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00379,CDS,243,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00380,CDS,645,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00381,CDS,1152,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00382,CDS,1182,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00383,CDS,681,adk_2,2.7.4.3,COG0563,Adenylate kinase,ANFW02000053,Regulation
BODKHAOB_00384,CDS,213,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00385,CDS,2316,dinG,5.6.2.3,,ATP-dependent DNA helicase DinG,ANFW02000053,Other
BODKHAOB_00386,CDS,1047,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00387,CDS,618,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00388,CDS,264,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00389,CDS,795,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00390,CDS,3267,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00391,CDS,513,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00392,CDS,696,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00393,CDS,150,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00394,CDS,1209,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00395,CDS,399,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00396,CDS,693,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00397,CDS,1719,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00398,CDS,207,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00399,CDS,240,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00400,CDS,234,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00401,CDS,336,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00402,CDS,951,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00403,CDS,288,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00404,CDS,447,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00405,CDS,780,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00406,CDS,1167,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00407,CDS,1530,truB_1,5.4.99.25,,tRNA pseudouridine synthase B,ANFW02000053,Metabolism
BODKHAOB_00408,CDS,1539,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00409,CDS,351,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00410,CDS,186,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00411,CDS,930,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00412,CDS,630,lysP_3,,COG0833,Lysine-specific permease LysP,ANFW02000053,Transport
BODKHAOB_00413,CDS,1209,rhlB_2,3.6.4.13,,ATP-dependent RNA helicase RhlB,ANFW02000053,Other
BODKHAOB_00414,CDS,441,cshA_1,3.6.4.13,,DEAD-box ATP-dependent RNA helicase CshA,ANFW02000053,Other
BODKHAOB_00415,CDS,327,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00416,CDS,1284,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00417,CDS,534,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00418,CDS,1260,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00419,CDS,1152,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00420,CDS,1179,dhaK_1,2.7.1.29,,Dihydroxyacetone kinase,ANFW02000053,Regulation
BODKHAOB_00421,CDS,588,dhaK_2,2.7.1.29,,Dihydroxyacetone kinase,ANFW02000053,Regulation
BODKHAOB_00422,CDS,1281,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00423,CDS,258,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00424,CDS,204,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00425,CDS,1197,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00426,CDS,897,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00427,CDS,222,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00428,CDS,234,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00429,CDS,1620,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00430,CDS,2721,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00431,CDS,456,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00432,CDS,2904,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00433,CDS,1050,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00434,CDS,249,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00435,CDS,1179,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00436,CDS,2301,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00437,CDS,267,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00438,CDS,897,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00439,CDS,1953,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00440,CDS,849,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00441,CDS,339,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00442,CDS,231,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00443,CDS,456,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00444,CDS,1005,trxB,1.8.1.9,COG0492,Thioredoxin reductase,ANFW02000053,Other
BODKHAOB_00445,CDS,882,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00446,CDS,180,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00447,CDS,1170,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00448,CDS,2961,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00449,CDS,732,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00450,CDS,1107,trpS,6.1.1.2,COG0180,Tryptophan--tRNA ligase,ANFW02000053,Metabolism
BODKHAOB_00451,CDS,150,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00452,CDS,378,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00453,CDS,2298,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00454,CDS,201,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00455,CDS,138,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00456,tRNA,90,,,,tRNA-Lys(ctt),ANFW02000053,Other
BODKHAOB_00457,CDS,933,punA,2.4.2.1,,Purine nucleoside phosphorylase 1,ANFW02000053,Other
BODKHAOB_00458,CDS,903,pkwA_1,2.7.11.1,,putative serine/threonine-protein kinase PkwA,ANFW02000053,Regulation
BODKHAOB_00459,CDS,567,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00460,CDS,315,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00461,CDS,351,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00462,CDS,165,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00463,CDS,1929,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00464,CDS,156,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00465,CDS,363,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00466,CDS,174,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00467,CDS,279,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00468,CDS,1353,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00469,CDS,885,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00470,CDS,684,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00471,CDS,972,yqjG,1.8.5.7,COG0435,Glutathionyl-hydroquinone reductase YqjG,ANFW02000053,Other
BODKHAOB_00472,CDS,375,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00473,CDS,1125,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00474,CDS,2820,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00475,CDS,162,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00476,CDS,765,,1.11.1.24,,Peroxiredoxin,ANFW02000053,Other
BODKHAOB_00477,CDS,186,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00478,CDS,1128,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00479,CDS,1008,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00480,CDS,507,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00481,CDS,306,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00482,CDS,1017,recA,,,Protein RecA,ANFW02000053,Other
BODKHAOB_00483,CDS,126,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00484,CDS,1017,kup_1,,,Low affinity potassium transport system protein Kup,ANFW02000053,Other
BODKHAOB_00485,CDS,1449,kup_2,,,Low affinity potassium transport system protein Kup,ANFW02000053,Other
BODKHAOB_00486,CDS,198,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00487,CDS,1242,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00488,CDS,1125,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00489,CDS,243,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00490,CDS,192,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00491,CDS,420,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00492,CDS,267,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00493,CDS,1365,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00494,CDS,201,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00495,CDS,2007,glpD,1.1.5.3,COG0578,Aerobic glycerol-3-phosphate dehydrogenase,ANFW02000053,Redox / energy
BODKHAOB_00496,CDS,171,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00497,CDS,135,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00498,CDS,1605,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00499,CDS,1404,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00500,CDS,1047,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00501,CDS,474,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00502,CDS,978,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00503,CDS,96,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00504,CDS,1125,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00505,CDS,504,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00506,CDS,930,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00507,CDS,1158,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00508,CDS,186,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00509,CDS,282,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00510,CDS,270,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00511,CDS,396,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00512,CDS,300,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00513,CDS,231,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00514,CDS,546,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00515,CDS,918,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00516,CDS,486,gdh_1,1.1.1.16,COG1028,Galactitol 2-dehydrogenase,ANFW02000053,Redox / energy
BODKHAOB_00517,CDS,564,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00518,CDS,252,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00519,CDS,1092,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00520,CDS,2016,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00521,CDS,1980,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00522,CDS,1245,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00523,CDS,591,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00524,CDS,177,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00525,CDS,474,ywqA_2,3.6.4.-,COG0553,Putative ATP-dependent helicase/translocase YwqA,ANFW02000053,Other
BODKHAOB_00526,CDS,963,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00527,CDS,696,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00528,CDS,513,gpx1,1.11.1.22,COG0386,Hydroperoxy fatty acid reductase gpx1,ANFW02000053,Other
BODKHAOB_00529,CDS,219,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00530,CDS,1695,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00531,CDS,933,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00532,CDS,2058,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00533,CDS,648,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00534,CDS,2100,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00535,CDS,174,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00536,CDS,405,acpP,,,Acyl carrier protein,ANFW02000053,Other
BODKHAOB_00537,CDS,522,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00538,CDS,717,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00539,CDS,312,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00540,CDS,195,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00541,CDS,1146,pknD_5,2.7.11.1,,Serine/threonine-protein kinase PknD,ANFW02000053,Regulation
BODKHAOB_00542,CDS,654,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00543,CDS,4614,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00544,CDS,255,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00545,CDS,762,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00546,CDS,279,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00547,CDS,978,pdxY_2,2.7.1.35,COG2240,Pyridoxal kinase PdxY,ANFW02000053,Regulation
BODKHAOB_00548,CDS,309,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00549,CDS,1251,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00550,CDS,165,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00551,CDS,561,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00552,CDS,1470,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00553,CDS,987,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00554,CDS,549,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00555,CDS,372,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00556,CDS,627,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00557,CDS,2820,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00558,CDS,2358,dapE,3.5.1.18,,Succinyl-diaminopimelate desuccinylase,ANFW02000053,Other
BODKHAOB_00559,CDS,615,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00560,CDS,1320,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00561,CDS,693,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00562,CDS,1356,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00563,CDS,912,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00564,CDS,180,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00565,CDS,210,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00566,CDS,651,frr,,,Ribosome-recycling factor,ANFW02000053,Other
BODKHAOB_00567,CDS,1371,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00568,CDS,516,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00569,CDS,186,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00570,CDS,438,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00571,CDS,225,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00572,CDS,261,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00573,CDS,471,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00574,CDS,603,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00575,CDS,846,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00576,CDS,111,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00577,CDS,1266,ftsH_1,3.4.24.-,,ATP-dependent zinc metalloprotease FtsH,ANFW02000053,Other
BODKHAOB_00578,CDS,585,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00579,CDS,369,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00580,CDS,234,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00581,CDS,180,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00582,CDS,303,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00583,CDS,453,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00584,CDS,426,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00585,CDS,351,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00586,CDS,387,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00587,CDS,540,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00588,CDS,552,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00589,CDS,780,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00590,CDS,1821,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00591,CDS,453,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00592,CDS,216,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00593,CDS,126,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00594,CDS,390,rimI,2.3.1.266,,[Ribosomal protein bS18]-alanine N-acetyltransferase,ANFW02000053,Other
BODKHAOB_00595,CDS,1071,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00596,CDS,132,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00597,CDS,630,dnaJ_2,,,Chaperone protein DnaJ,ANFW02000053,Stress response
BODKHAOB_00598,CDS,156,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00599,CDS,690,purH_1,3.5.4.10,,Bifunctional purine biosynthesis protein PurH,ANFW02000053,Other
BODKHAOB_00600,CDS,1083,purH_2,,,Bifunctional purine biosynthesis protein PurH,ANFW02000053,Other
BODKHAOB_00601,CDS,615,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00602,CDS,183,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00603,CDS,213,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00604,CDS,138,,,,hypothetical protein,ANFW02000053,Other
BODKHAOB_00605,CDS,837,,,,hypothetical protein,ANFW02000053,Other
